101000101000000000000001 4620842 1
100000111000010000000001 5560507 2
100000111000010000000011 6026764 3
100000111000010000001011 6928253 4
100000111000000000101011 7434444 5
100000011001100000101011 9666903 6
101000011001100000101011 11343531 7
101010011001100000111011 12353234 8
101010111001100000111011 12422900 17
101010111001110000110010 12471986 35
101010110011110000110010 12637285 43
100110110011101000110110 12695311 45
100110000011100100110111 12812710 76
100110100011100100110111 12882376 77
100110100010110100110111 13152923 116
100111100010110100100111 13184618 142
100111110010100100110111 13226970 170
100111100110100100110011 13256266 280
100111100110100100110101 13367252 428
100101100110101100110101 13376557 579
110001101110101100010101 13383262 4434
110000101110101110010001 13383960 4834
110000101110011110000001 13385229 5314
110000101110010110000111 13475452 7383
110001101110100110000111 13505878 7728
110101101110100100000100 13518963 29520
110111100110100110010100 13524340 132291
110111000110100100000111 13549094 4158629
