000000000100000001000000 2756651 1
000000010100101001001000 7160710 2
000100110100101001001000 8754346 3
000100110100101001001100 9331589 4
000100110100101001011110 9863577 5
000101110101101001011110 11010292 7
000101110101101001011111 11379553 13
000101111101101001010101 11691500 18
010101011001101001011101 12297336 22
010101110001101101001101 12689116 39
010111110001101101000101 12731599 45
010111110001011101000101 12798599 102
010111110001011101010101 12864330 182
010111111000011101010001 12917491 256
010011111100011101010000 12927256 353
010011110110011101010000 13092555 399
010011110110010111000001 13118175 775
010011110110010111010001 13183906 817
010111000110010111010001 13341753 958
010111100110010111000001 13345688 980
010111100110110110000000 13375608 2830
010101100110110110000101 13378140 4968
010101100110100111000111 13378216 5052
010101100110100111010111 13443947 5062
010101100110101110000111 13477838 9337
110001101110100110000111 13505878 28421
110101101110100100000100 13518963 75821
110111100110100110010100 13524340 86708
110111000110100100000111 13549094 1911067
