000000000000010100000000 3387374 1
000000000000010101001000 5142518 4
000010100110010101001000 9904144 5
001010100110000101001000 10260936 6
001010100110001101000010 10778981 8
001010100111001101000011 12197531 9
001011100111001101000011 12294957 10
001011110111001100000011 12737759 21
001011100111011100000011 12761138 71
001011110111001100010011 12803490 81
001101110111001100010001 12917231 113
000111110111000101011001 12986442 202
000111100111001101011011 13109519 215
000111100111001101001101 13154774 769
000101000111101110001101 13215684 823
000101001111101100000101 13318521 1563
010101100111101100000101 13385503 2340
010101100110101110000111 13477838 9287
110001101110100110000111 13505878 157688
110101101110100100000100 13518963 222064
110111100110100110010100 13524340 355260
110111000110100100000111 13549094 723163
