000100000000100100000000 4844344 1
000110000000100100000000 5788316 2
000110000100100110000000 8366679 3
000110011100101110000000 12296106 5
000110011110100110000000 13187821 9
000110011110100110010000 13253552 133
000100011110100110010101 13256084 472
000100111110100110010101 13325750 520
000101011110100110010101 13353510 562
000101001110110110010101 13376889 1108
100101001110010110010111 13415904 1628
100101101110010110000111 13419839 1922
100101101110110100000011 13420065 4043
110101101110010100010001 13443712 12552
110111101110000100000011 13468374 12573
110111001110000100000101 13509694 17869
110111000110100100000111 13549094 19540
