010000000000000001000001 2899925 1
010000000001000000000001 3095559 3
010000010000000000000001 3342727 4
010000010000000001001001 5097871 5
010001010000000001011101 5838271 6
010111000000000001011101 7009756 7
110111000000000001001101 7769619 8
111111100000000000001101 8662258 9
111111101000000000001101 10341951 11
101110101000000100001101 10635054 12
100110111000000100001111 10721140 13
100111101100000100001111 11425105 14
100111101100000100100110 11980382 17
100111001100000110100110 12586083 21
100111001100010100100110 13230552 29
100111001110010100000110 13249517 933
100111101110010100000110 13319183 980
100111101110010100010110 13384914 1131
110101101110000110010110 13473482 1132
110101100110010110010111 13482886 4753
110111100110000111010101 13494420 72328
110111100110100110010100 13524340 74576
110111000110100100000111 13549094 4904734
