000001001010000000000000 3622111 1
000000001010000000000001 3893946 2
000000001010000000011001 4861166 3
000000001010001000001001 5748712 5
000000011011001000001001 8094458 7
000010011001011001001001 9366929 9
010010011001111001001001 12296774 10
010010011001111011001000 12602880 36
010010011010110011001001 12814567 273
010010011010110011011001 12880298 294
010010011010111010001001 12914189 375
010010011010111011010001 12932086 416
010011011010111011000001 12963781 418
010011001010111101000001 13059495 480
010011001011110101000001 13155507 490
010011000011110111000111 13194681 2519
110011100011110110000111 13236286 2902
100011101011110110000111 13238970 2976
100011101111100110000101 13355873 3362
110011100111100110010101 13418920 3934
110011101110100110010001 13472081 6680
010111101110000110010101 13494864 19967
110111001110000100000101 13509694 40782
110111000110100100000111 13549094 41289
