001000000000000000100000 3502655 1
011000000010000000100001 7393917 2
011000000010001001100001 9200849 5
011000001010001001110001 10946273 8
011000001110001001110001 12849269 12
011001001110001001110001 12946695 16
011001001110000100100001 13141570 435
010001001110100100100011 13184035 683
010001001010110110100011 13276242 690
010001001110110110000011 13353211 1335
010000001110110110000101 13366771 1790
010000001110110110010101 13432502 1936
110000001110010110010111 13471517 2324
110001001110100110010111 13501943 4215
110001101110100110000111 13505878 5114
110101101110100100000100 13518963 422129
110111100110100110010100 13524340 516390
110111000110100100000111 13549094 1645144
