001000000100000000000000 3579624 1
001000000100000000010000 3645355 2
001011001100000000010000 6366446 3
001011001100000100110000 10260011 5
101011001100000100110000 11085605 6
101111001100000101010000 11637203 7
101111001100000101011000 12538692 10
101111001100011001011000 12744267 11
100111001110011001001000 12846900 59
100111001110001101000010 13159370 79
100111101110001101000010 13229036 84
100111101110001101010010 13294767 155
100110101110001110010011 13388314 682
100111001110001110010011 13416074 1093
110111001110000100010011 13464439 1153
110101001110001100010011 13473744 1322
110101001110000101010101 13485108 2407
110101101110000101000101 13489043 3153
110101101110100100000100 13518963 5534
110111100110100110010100 13524340 64840
110111000110100100000111 13549094 243243
