000000001000000000000001 2048954 1
000000001001000010001001 4675099 2
000000000011100011001101 7524132 4
000010100011100011001101 8537770 5
000010100010111011001000 8815090 7
000010010010111011000000 9140392 8
000010010010111011000100 9717635 9
000110010010011011000100 9988769 10
000110010011011011001100 11939547 11
000110010011011010101000 12334676 25
010010010011011010101000 12487715 26
010010010011011010111000 12553446 43
010011010011011010111000 12650872 44
010111000011011010111000 12878385 51
010111000011011110001000 13054165 56
110111001010001110001000 13190327 315
110111101010001110001000 13259993 406
110101101010001110001101 13262525 466
110101101010001110011101 13328256 479
110001101110001110011100 13338021 680
110011101110001110010100 13380504 1305
010111101110001100010100 13403513 3211
010111101110000110010101 13494864 3836
110110100110001110010101 13496616 32494
110111100110100110010100 13524340 51754
110111000110100100000111 13549094 1176707
