001000000000100000000000 2929464 1
001100000001100000000000 5502723 2
000100000011110000000000 6990923 3
000110100011100011000000 8213747 4
000110110011100011000000 9510204 5
000110111011000111000000 12004599 7
001110111011000011001000 12515178 13
001110111011001011000000 12566966 39
001111111011001011000000 12664392 72
010111111011001011000000 12664773 150
010101101011001111000001 12861143 153
010101101011101110000001 13260324 172
010111100010101110100001 13301341 1292
010111100110101110000001 13378310 1825
000111101110101110000001 13380994 2027
010111101110000110000101 13429133 5609
010101101110001110000101 13438438 5804
010111101110000110010101 13494864 8644
110111100110100110010100 13524340 49319
110111000110100100000111 13549094 1716386
