000000000100000001000000 2756651 1
100000000100100011000000 5510448 2
100000010100000011000010 6020326 3
100000111100000011000010 7769685 5
110001111100110011000010 12116792 6
110001111100110011010010 12182523 14
110001111100110011010011 12551784 21
110001111100100111010001 12833229 47
110001111010100111000101 13286737 56
110001101010110111000101 13310116 583
110011001010110110000101 13330767 769
110011101010110110000101 13400433 780
110101101010110110000001 13403188 817
110101101010100111000011 13403264 1861
110101101010101100000111 13404762 2262
110101001110100100000100 13449297 2512
110101101110100100000100 13518963 2583
110111100110100110010100 13524340 122493
110111000110100100000111 13549094 1976542
