001001001010000000000000 5298739 1
001011001010000000010000 6308442 3
001001001110000000010000 7267466 4
001001101110000000000000 7271401 5
001001101110000000100000 9097428 6
001101001110000100100000 12619270 7
001101001110000100110000 12685001 17
001101101110000100110000 12754667 34
000101101110010100110001 12767136 36
000110101110001100110001 13247123 96
000111001110001100110001 13274883 146
000111101110001100100001 13278818 247
010111101110001100000100 13337782 2978
010110101110000110000110 13428703 2999
010111001110000110000110 13456463 3153
110110001110000100000110 13509264 3762
110111000110100100000111 13549094 4925
