000010000001000000000001 2362522 1
000010000001000000001001 3264011 2
010010001001000000011001 6686444 3
010010001001001010011001 8315088 5
011011001001001000011001 9413775 8
011111001001001000011101 11514988 10
011111001011000000001101 12340972 22
011111001011000000001111 12807229 26
011101001011001000001111 12816534 29
011100101011001000011111 12854505 36
011100101010001100010111 12971265 171
011101101010001100010111 13068691 208
011101001010001110010011 13097149 275
011101101010001110010011 13166815 363
011101101010001110000101 13212070 602
110111101010001110000101 13305008 746
110111101010001110010101 13370739 769
110011101110001110010100 13380504 1447
110011001111000110010100 13406850 1970
110011101111000110000100 13410785 2814
110001101111100100000101 13413543 2894
110001101110101100000110 13414527 3131
110101101110100100000100 13518963 4196
110111100110100110010100 13524340 7436
110111000110100100000111 13549094 52086
