000100010000000000001000 3721916 1
000100010000100000001000 4974752 2
010100010000100010001000 7327128 3
010100010000110010000000 7745475 4
110100010000111110000000 11591884 5
110110010000111110000010 13002113 15
110110110000111110000010 13071779 49
110111010000111110000010 13099539 478
110111000100111110010000 13305552 539
110111000100101111010010 13305628 1988
010111000110100111010010 13371749 2910
010111000110100111000100 13417004 2990
110111000110010110000100 13455943 3345
110111100110100110000100 13458609 5442
110111100110100110010100 13524340 5490
110111000110100100000111 13549094 1934272
