000000000100000000000000 1902996 1
011000000100000000000001 5625894 2
011000101100010000000001 8695089 3
011001101100010000011001 9759735 5
011001001100010000011010 9787065 6
011001011100010010011010 11758889 7
011001010100010110011010 12146734 9
011101000100010101011010 12552535 13
011001000110010101011010 12873557 32
011101000110000101011010 13077691 38
011101100110000101001010 13081626 287
010100100110000101101010 13133599 295
010100100110001101110010 13251118 324
010110100110001100100010 13275704 1164
110110100111001100000010 13324560 1383
110110100111000100010111 13383518 1556
110110000110100100010111 13517399 1625
110111000110100100000111 13549094 2247
