000000000000101000000000 2206113 2
010000000000100000000000 2929845 3
010100000000100000000010 4920072 4
010100000000100000001011 6190822 5
010100000100100000001001 7627561 6
010100010110100001001001 11622665 7
110101010110100000001101 12269273 8
110101010110110000000100 12318359 11
110101010110110001000100 13172014 21
110111000110110001000110 13285786 666
110111000110101001000111 13288488 863
110101000110101000100111 13316888 1066
100101000110101100100110 13338156 1574
100100000110101110100010 13338854 4140
100101000110101110100001 13339284 6448
100111000110101111010001 13376615 7353
000111001110101110010001 13377059 8886
000111101110101110000001 13380994 9265
100111101110001110000011 13420009 13341
100111001110001110000101 13461329 14965
110111001110000100000101 13509694 17783
110111000110100100000111 13549094 25804
